Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2845.08,безналичный,Могилев,Белинвестбанк-VLVB-207,24-01-2005,06:25:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,673.51,наличный,Могилев,Приорбанк-ASMS-361,16-02-2022,12:10:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,2039.85,безналичный,Витебск,Беларусбанк-DEFI-773,22-10-2012,13:17:45,успешно,да,169.03
физ. лицо,списание средств,3784.16,безналичный,Витебск,Беларусбанк-ADMK-361,24-05-2013,11:22:57,неправильный ввод пин-кода,да,315.38
физ. лицо,списание средств,2459.56,безналичный,Витебск,Белинвестбанк-ATNZ-491,02-09-2004,16:57:43,неправильный ввод пин-кода,да,214.94
физ. лицо,получение средств,2563.98,наличный,Витебск,Белинвестбанк-NGNI-462,11-08-2004,07:19:29,успешно,нет,0.0
физ. лицо,получение средств,2771.62,наличный,Гомель,Белинвестбанк-UIUY-270,14-06-2000,18:13:20,успешно,нет,0.0
физ. лицо,получение средств,2067.46,безналичный,Гродно,МаксБанк-XKRV-973,18-09-2007,15:53:30,успешно,нет,0.0
юр. лицо,списание средств,901.35,наличный,Могилев,БелАгропромбанк-TJIK-869,27-12-2008,18:05:44,успешно,да,51.99
физ. лицо,получение средств,375.41,безналичный,Брест,МаксБанк-YYSP-310,16-10-2002,18:37:35,успешно,нет,0.0
физ. лицо,получение средств,3283.37,наличный,Витебск,МаксБанк-LZSO-035,19-11-2003,21:36:26,успешно,нет,0.0
юр. лицо,списание средств,2015.13,наличный,Гродно,Беларусбанк-QIQT-700,10-03-2008,10:11:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4742.64,наличный,Могилев,Белинвестбанк-SETM-812,14-05-2018,10:13:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4589.69,наличный,Могилев,Беларусбанк-VQIV-094,01-10-2017,20:47:32,успешно,да,174.22
юр. лицо,получение средств,1014.47,безналичный,Могилев,МаксБанк-JMYM-441,16-02-2014,04:36:23,успешно,нет,0.0
юр. лицо,получение средств,3760.86,безналичный,Гомель,Белинвестбанк-BKYL-524,16-12-2002,09:18:25,успешно,нет,0.0
физ. лицо,списание средств,485.56,безналичный,Гомель,БелАгропромбанк-FSCO-536,21-05-2008,18:50:16,недостаточно средств,да,15.64
юр. лицо,получение средств,4146.15,безналичный,Витебск,Беларусбанк-QTEO-923,20-03-2006,15:30:04,успешно,нет,0.0
юр. лицо,получение средств,643.27,наличный,Брест,Приорбанк-LYDZ-415,13-07-2017,23:18:10,успешно,нет,0.0
физ. лицо,получение средств,2326.0,безналичный,Витебск,Приорбанк-JBUD-323,10-08-2004,10:37:52,успешно,нет,0.0
юр. лицо,списание средств,3335.5,наличный,Гродно,БелАгропромбанк-MJOP-088,04-10-2023,09:48:30,успешно,нет,0.0
юр. лицо,получение средств,1483.1,безналичный,Брест,МаксБанк-VHXW-875,11-05-2001,07:56:32,успешно,нет,0.0
физ. лицо,списание средств,1576.17,наличный,Брест,Белинвестбанк-QMVO-987,24-05-2017,21:42:59,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1498.91,наличный,Брест,МаксБанк-DBPP-960,08-09-2012,14:22:37,успешно,нет,0.0
юр. лицо,получение средств,3955.75,наличный,Брест,МаксБанк-CRVY-941,19-08-2008,04:07:41,успешно,нет,0.0
юр. лицо,получение средств,135.43,безналичный,Могилев,БелАгропромбанк-EGOC-187,13-10-2006,21:32:35,успешно,нет,0.0
физ. лицо,списание средств,2507.23,безналичный,Гомель,Беларусбанк-WCLP-635,03-04-2004,08:02:07,неправильный ввод пин-кода,да,180.44
юр. лицо,списание средств,3806.44,наличный,Витебск,Белинвестбанк-OXBL-791,26-06-2012,17:48:13,неправильный ввод пин-кода,да,281.85
юр. лицо,списание средств,228.13,наличный,Гродно,Беларусбанк-UUDL-586,12-08-2003,03:08:41,недостаточно средств,нет,0.0
юр. лицо,получение средств,3817.02,наличный,Витебск,Белинвестбанк-HNXX-506,14-05-2006,12:09:46,успешно,нет,0.0
юр. лицо,получение средств,3083.35,безналичный,Витебск,МаксБанк-XNUR-256,17-06-2024,17:06:22,успешно,нет,0.0
физ. лицо,получение средств,1099.35,безналичный,Минск,Беларусбанк-YDBB-958,11-05-2024,22:10:47,успешно,нет,0.0
юр. лицо,получение средств,1933.78,наличный,Могилев,Приорбанк-KDAX-194,19-09-2007,10:02:17,успешно,нет,0.0
физ. лицо,списание средств,3310.32,безналичный,Гродно,МаксБанк-VZVA-374,04-06-2013,10:45:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,3345.65,безналичный,Минск,Белинвестбанк-URFL-708,14-11-2011,09:36:33,неправильный ввод пин-кода,да,75.55
юр. лицо,списание средств,1021.77,наличный,Минск,Белинвестбанк-IMGF-115,14-09-2023,21:05:58,успешно,нет,0.0
юр. лицо,получение средств,3809.29,безналичный,Гомель,БелАгропромбанк-HPDB-925,07-04-2003,19:37:55,успешно,нет,0.0
юр. лицо,списание средств,4501.85,безналичный,Гродно,Приорбанк-JEII-186,03-03-2002,02:31:05,успешно,нет,0.0
юр. лицо,списание средств,3992.0,безналичный,Гродно,Беларусбанк-MAIT-048,20-11-2015,04:22:33,успешно,да,259.86
юр. лицо,получение средств,2898.0,наличный,Гомель,Белинвестбанк-QGPL-126,03-01-2010,01:25:36,успешно,нет,0.0
физ. лицо,получение средств,4626.36,безналичный,Гродно,Беларусбанк-VQKP-408,11-08-2023,07:11:05,успешно,нет,0.0
юр. лицо,списание средств,140.17,безналичный,Гомель,Белинвестбанк-ZIUS-248,25-07-2000,14:00:47,неправильный ввод пин-кода,да,5.26
физ. лицо,списание средств,2041.77,наличный,Минск,БелАгропромбанк-IXFU-867,13-10-2010,09:20:51,успешно,нет,0.0
физ. лицо,получение средств,2472.37,безналичный,Гомель,Беларусбанк-BNFF-486,26-12-2010,06:19:47,успешно,нет,0.0
физ. лицо,списание средств,2518.32,наличный,Могилев,Белинвестбанк-GZZZ-021,12-04-2023,01:29:23,успешно,нет,0.0
